pincode,city,koo,sta,state,ko,ui,cou,lt,lon,ui
132340,Kaithal,4007,HR,Haryana,101,IN,India,29.80153000,76.39959000,Q1949385
132360,Kalanaur,4007,HR,Haryana,101,IN,India,28.82823000,76.39550000,Q368353
132688,Kalanwali,4007,HR,Haryana,101,IN,India,29.83573000,74.97170000,Q2452176
132389,"Kanina Khas",4007,HR,Haryana,101,IN,India,28.33093000,76.31099000,Q1320976
132405,Karnal,4007,HR,Haryana,101,IN,India,29.66667000,76.83333000,Q607915
132478,Kharkhauda,4007,HR,Haryana,101,IN,India,28.87870000,76.91069000,Q2120387
132493,"Kheri Sampla",4007,HR,Haryana,101,IN,India,28.77810000,76.77560000,Q1755447
132662,Kurukshetra,4007,HR,Haryana,101,IN,India,30.00000000,76.75000000,Q980118
132789,Ladwa,4007,HR,Haryana,101,IN,India,29.99350000,77.04563000,Q2235937
132772,Loharu,4007,HR,Haryana,101,IN,India,28.42993000,75.80779000,Q2240876
132825,Maham,4007,HR,Haryana,101,IN,India,28.96912000,76.29495000,Q429091
132832,Mahendragarh,4007,HR,Haryana,101,IN,India,28.25000000,76.16667000,Q684019
132892,"Mandholi Kalan",4007,HR,Haryana,101,IN,India,28.70850000,75.68296000,Q2249065
133047,Mustafabad,4007,HR,Haryana,101,IN,India,30.20220000,77.14873000,Q3868703
133176,Narayangarh,4007,HR,Haryana,101,IN,India,30.47798000,77.12804000,Q2734986
133272,Narnaul,4007,HR,Haryana,101,IN,India,28.04444000,76.10833000,Q2341892
133273,Narnaund,4007,HR,Haryana,101,IN,India,29.22047000,76.14278000,Q2452748
133175,Narwana,4007,HR,Haryana,101,IN,India,29.59903000,76.11927000,Q2452693
133286,Nilokheri,4007,HR,Haryana,101,IN,India,29.83671000,76.93191000,Q2558245
133290,Nuh,4007,HR,Haryana,101,IN,India,28.10296000,77.00144000,Q629396
133337,Palwal,4007,HR,Haryana,101,IN,India,28.14469000,77.32546000,Q2086217
133345,Panchkula,4007,HR,Haryana,101,IN,India,30.72883000,76.94716000,Q1898143
133350,Panipat,4007,HR,Haryana,101,IN,India,29.33259000,76.92634000,Q2086163
133378,Pataudi,4007,HR,Haryana,101,IN,India,28.32547000,76.77858000,Q1025646
133403,Pehowa,4007,HR,Haryana,101,IN,India,29.97897000,76.58249000,Q2451134
133451,Pinjaur,4007,HR,Haryana,101,IN,India,30.79873000,76.91822000,Q2718702
133568,Punahana,4007,HR,Haryana,101,IN,India,27.86371000,77.20432000,Q2557912
133567,Pundri,4007,HR,Haryana,101,IN,India,29.76096000,76.56034000,Q2737500
133579,Radaur,4007,HR,Haryana,101,IN,India,30.02706000,77.15177000,Q2735019
133715,Rania,4007,HR,Haryana,101,IN,India,29.52454000,74.83689000,Q2232515
133617,Ratia,4007,HR,Haryana,101,IN,India,29.69029000,75.57688000,Q2557870
133635,Rewari,4007,HR,Haryana,101,IN,India,28.19900000,76.61830000,Q1949364
133634,"Rewari District",4007,HR,Haryana,101,IN,India,28.19613000,76.61607000,Q2301759
133647,Rohtak,4007,HR,Haryana,101,IN,India,28.83333000,76.66667000,Q967388
133746,Safidon,4007,HR,Haryana,101,IN,India,29.40596000,76.67042000,Q2557947
133774,Samalkha,4007,HR,Haryana,101,IN,India,29.23552000,77.01273000,Q2557930
133891,"Shadipur Julana",4007,HR,Haryana,101,IN,India,29.12368000,76.40516000,Q3811046
133906,Shahabad,4007,HR,Haryana,101,IN,India,30.16776000,76.87046000,Q1748735
133961,Sirsa,4007,HR,Haryana,101,IN,India,29.53489000,75.02898000,Q1797298
133980,Sohna,4007,HR,Haryana,101,IN,India,28.24737000,77.06544000,Q2557903
133999,Sonipat,4007,HR,Haryana,101,IN,India,29.00000000,76.91667000,Q2241746
134238,Taoru,4007,HR,Haryana,101,IN,India,28.21173000,76.94984000,Q2557937
134167,Thanesar,4007,HR,Haryana,101,IN,India,29.97323000,76.83214000,Q2088448
134206,Tohana,4007,HR,Haryana,101,IN,India,29.71332000,75.90441000,Q527194
134211,Tosham,4007,HR,Haryana,101,IN,India,28.86993000,75.91650000,Q2557953
134265,Uklana,4007,HR,Haryana,101,IN,India,29.51124000,75.87823000,Q735101
134422,Yamunanagar,4007,HR,Haryana,101,IN,India,30.23644000,77.30498000,Q1873644
57736,Arki,4020,HP,"Himachal Pradesh",101,IN,India,31.15196000,76.96675000,Q582737
57789,Baddi,4020,HP,"Himachal Pradesh",101,IN,India,30.95783000,76.79136000,Q462577
57853,Banjar,4020,HP,"Himachal Pradesh",101,IN,India,31.63900000,77.34055000,Q8180265
58041,Bilaspur,4020,HP,"Himachal Pradesh",101,IN,India,31.33027000,76.75663000,Q795717
58181,Chamba,4020,HP,"Himachal Pradesh",101,IN,India,32.57147000,76.10229000,Q1060614
131512,Chaupal,4020,HP,"Himachal Pradesh",101,IN,India,30.94647000,77.58840000,Q2451092
131583,Chowari,4020,HP,"Himachal Pradesh",101,IN,India,32.43190000,76.01200000,Q2723942
131587,"Chuari Khas",4020,HP,"Himachal Pradesh",101,IN,India,32.43058000,76.01428000,Q1192134
131641,Dagshai,4020,HP,"Himachal Pradesh",101,IN,India,30.88431000,77.05228000,Q960817
131645,Dalhousie,4020,HP,"Himachal Pradesh",101,IN,India,32.55219000,75.94663000,Q1925180
131665,Daulatpur,4020,HP,"Himachal Pradesh",101,IN,India,31.78871000,75.99154000,Q1925028
131694,"Dera Gopipur",4020,HP,"Himachal Pradesh",101,IN,India,31.87919000,76.21871000,Q1193478
131721,Dharamsala,4020,HP,"Himachal Pradesh",101,IN,India,32.22006000,76.32013000,Q186182
131891,Gagret,4020,HP,"Himachal Pradesh",101,IN,India,31.65846000,76.06144000,Q1524343
131949,Ghumarwin,4020,HP,"Himachal Pradesh",101,IN,India,31.44166000,76.71509000,Q1707166
132063,Hamirpur,4020,HP,"Himachal Pradesh",101,IN,India,31.75000000,76.50000000,Q2086180
132255,"Jawala Mukhi",4020,HP,"Himachal Pradesh",101,IN,India,31.87456000,76.32013000,Q2317504
132289,Jogindarnagar,4020,HP,"Himachal Pradesh",101,IN,India,31.98727000,76.78906000,Q2087722
132298,Jubbal,4020,HP,"Himachal Pradesh",101,IN,India,31.10923000,77.65085000,Q2286859
132302,Jutogh,4020,HP,"Himachal Pradesh",101,IN,India,31.10000000,77.11667000,Q2317123
132681,Kalka,4020,HP,"Himachal Pradesh",101,IN,India,30.83982000,76.94065000,Q1026888
132701,Kangar,4020,HP,"Himachal Pradesh",101,IN,India,32.09135000,76.26267000,Q662868
132702,Kangra,4020,HP,"Himachal Pradesh",101,IN,India,32.16667000,76.25000000,Q727232
132416,Kasauli,4020,HP,"Himachal Pradesh",101,IN,India,30.89856000,76.96587000,Q2287036
132523,Kinnaur,4020,HP,"Himachal Pradesh",101,IN,India,31.58333000,78.41667000,Q1862950
132601,Kotkhai,4020,HP,"Himachal Pradesh",101,IN,India,31.11728000,77.53936000,Q2244259
132602,Kotla,4020,HP,"Himachal Pradesh",101,IN,India,32.25000000,76.03333000,Q6434088
132636,Kulu,4020,HP,"Himachal Pradesh",101,IN,India,32.00000000,77.25000000,Q1393339
132675,Kyelang,4020,HP,"Himachal Pradesh",101,IN,India,32.57170000,77.02448000,Q2233371
132791,"Lahul and Spiti",4020,HP,"Himachal Pradesh",101,IN,India,32.50000000,77.83333000,Q837595
132929,Manali,4020,HP,"Himachal Pradesh",101,IN,India,32.25740000,77.17481000,Q83443
132893,Mandi,4020,HP,"Himachal Pradesh",101,IN,India,31.71194000,76.93273000,Q195931
133251,Nadaun,4020,HP,"Himachal Pradesh",101,IN,India,31.78303000,76.34310000,Q2452658
133113,Nagar,4020,HP,"Himachal Pradesh",101,IN,India,32.13808000,77.17393000,Q4311529
133118,Nagrota,4020,HP,"Himachal Pradesh",101,IN,India,32.05710000,76.09139000,Q305259
133261,Nahan,4020,HP,"Himachal Pradesh",101,IN,India,30.56029000,77.29426000,Q781615
133263,Nalagarh,4020,HP,"Himachal Pradesh",101,IN,India,31.04168000,76.72285000,Q1815875
133525,Palampur,4020,HP,"Himachal Pradesh",101,IN,India,32.11453000,76.55681000,Q2718076
133539,Pandoh,4020,HP,"Himachal Pradesh",101,IN,India,31.66902000,77.05359000,Q2445471
133544,"Paonta Sahib",4020,HP,"Himachal Pradesh",101,IN,India,30.43666000,77.62462000,Q2734471
133369,Parwanoo,4020,HP,"Himachal Pradesh",101,IN,India,30.83716000,76.96143000,Q2558662
133676,Rajgarh,4020,HP,"Himachal Pradesh",101,IN,India,30.85142000,77.30066000,Q2231162
133706,Rampur,4020,HP,"Himachal Pradesh",101,IN,India,31.44943000,77.63087000,Q2566469
133646,Rohru,4020,HP,"Himachal Pradesh",101,IN,India,31.20269000,77.75484000,Q2558692
133741,Sabathu,4020,HP,"Himachal Pradesh",101,IN,India,30.97494000,76.99137000,Q514228
133794,Santokhgarh,4020,HP,"Himachal Pradesh",101,IN,India,31.35205000,76.31775000,Q2558670
133811,Sarahan,4020,HP,"Himachal Pradesh",101,IN,India,31.50988000,77.79395000,Q7422938
133807,"Sarka Ghat",4020,HP,"Himachal Pradesh",101,IN,India,31.69887000,76.73529000,Q7423978
133841,Seoni,4020,HP,"Himachal Pradesh",101,IN,India,31.24188000,77.12362000,Q3955580
133871,Shimla,4020,HP,"Himachal Pradesh",101,IN,India,31.16667000,77.58333000,Q1921404
133957,Sirmaur,4020,HP,"Himachal Pradesh",101,IN,India,30.75000000,77.50000000,Q654331
133985,Solan,4020,HP,"Himachal Pradesh",101,IN,India,31.08333000,76.83333000,Q2980937
134045,Sundarnagar,4020,HP,"Himachal Pradesh",101,IN,India,31.53523000,76.90500000,Q972593
134149,Theog,4020,HP,"Himachal Pradesh",101,IN,India,31.12155000,77.35838000,Q2452060
134246,"Tira Sujanpur",4020,HP,"Himachal Pradesh",101,IN,India,31.83364000,76.50539000,Q592107
134279,Una,4020,HP,"Himachal Pradesh",101,IN,India,31.46493000,76.26914000,Q2317314
134435,Yol,4020,HP,"Himachal Pradesh",101,IN,India,32.16423000,76.19622000,Q2637314
57622,Akhnur,4029,JK,"Jammu and Kashmir",101,IN,India,32.86667000,74.73333000,Q416835
57699,Anantnag,4029,JK,"Jammu and Kashmir",101,IN,India,33.73068000,75.15418000,Q11360899
57774,Awantipur,4029,JK,"Jammu and Kashmir",101,IN,India,33.91978000,75.01515000,Q278847
57790,Badgam,4029,JK,"Jammu and Kashmir",101,IN,India,33.89001000,74.66297000,Q2594218
57843,Bandipore,4029,JK,"Jammu and Kashmir",101,IN,India,34.50404000,74.82832000,Q2983553
57844,Bandipura,4029,JK,"Jammu and Kashmir",101,IN,India,34.41728000,74.64308000,Q2983553
57852,Banihal,4029,JK,"Jammu and Kashmir",101,IN,India,33.43647000,75.19684000,Q634172
58139,Baramula,4029,JK,"Jammu and Kashmir",101,IN,India,34.19287000,74.36920000,Q633274
57905,Batoti,4029,JK,"Jammu and Kashmir",101,IN,India,33.11826000,75.30889000,Q712099
57949,Bhadarwah,4029,JK,"Jammu and Kashmir",101,IN,India,32.97941000,75.71723000,Q760372
58033,Bijbehara,4029,JK,"Jammu and Kashmir",101,IN,India,33.79378000,75.10700000,Q100164
58065,Bishnah,4029,JK,"Jammu and Kashmir",101,IN,India,32.61060000,74.85557000,Q861136
131781,Doda,4029,JK,"Jammu and Kashmir",101,IN,India,33.14916000,75.54746000,Q1263751
132044,Gandarbal,4029,JK,"Jammu and Kashmir",101,IN,India,34.22619000,74.77478000,Q2308228
131898,Ganderbal,4029,JK,"Jammu and Kashmir",101,IN,India,34.29467000,75.19996000,Q2556028
131942,"Gho Brahmanan de",4029,JK,"Jammu and Kashmir",101,IN,India,32.55590000,74.95390000,Q1708861
132135,Hajan,4029,JK,"Jammu and Kashmir",101,IN,India,34.29895000,74.61681000,Q1707355
132105,Hiranagar,4029,JK,"Jammu and Kashmir",101,IN,India,32.45493000,75.27187000,Q1707549
132229,Jammu,4029,JK,"Jammu and Kashmir",101,IN,India,32.75000000,74.83333000,Q1947371
132253,Jaurian,4029,JK,"Jammu and Kashmir",101,IN,India,32.83255000,74.57612000,Q1356060
132422,Kathua,4029,JK,"Jammu and Kashmir",101,IN,India,32.58333000,75.50000000,Q2375700
132427,Katra,4029,JK,"Jammu and Kashmir",101,IN,India,32.99167000,74.93195000,Q2668323
132485,Khaur,4029,JK,"Jammu and Kashmir",101,IN,India,32.60270000,74.80918000,Q743744
132533,Kishtwar,4029,JK,"Jammu and Kashmir",101,IN,India,33.52958000,76.01462000,Q2321899
132735,Kud,4029,JK,"Jammu and Kashmir",101,IN,India,33.07246000,75.28727000,Q2233491
132633,Kulgam,4029,JK,"Jammu and Kashmir",101,IN,India,33.64456000,75.01923000,Q83661
132654,Kupwara,4029,JK,"Jammu and Kashmir",101,IN,India,34.53193000,74.26605000,Q2297306
132740,Ladakh,4029,JK,"Jammu and Kashmir",101,IN,India,34.33333000,77.41667000,Q200667
133061,Magam,4029,JK,"Jammu and Kashmir",101,IN,India,34.09256000,74.59016000,Q2229351
133193,Nawanshahr,4029,JK,"Jammu and Kashmir",101,IN,India,32.76505000,74.52772000,Q100067
133244,Noria,4029,JK,"Jammu and Kashmir",101,IN,India,32.52095000,74.79845000,Q585098
133310,Padam,4029,JK,"Jammu and Kashmir",101,IN,India,33.46659000,76.88488000,Q1297208
133317,Pahlgam,4029,JK,"Jammu and Kashmir",101,IN,India,34.01592000,75.31899000,Q2085326
133363,Parol,4029,JK,"Jammu and Kashmir",101,IN,India,32.34598000,75.43441000,Q3896351
133388,Pattan,4029,JK,"Jammu and Kashmir",101,IN,India,34.16125000,74.55634000,Q2228603
133501,Pulwama,4029,JK,"Jammu and Kashmir",101,IN,India,33.87405000,74.89955000,Q2351777
133503,Punch,4029,JK,"Jammu and Kashmir",101,IN,India,33.70178000,74.19916000,Q2983134
133576,Qazigund,4029,JK,"Jammu and Kashmir",101,IN,India,33.63828000,75.14261000,Q63066
133593,Rajaori,4029,JK,"Jammu and Kashmir",101,IN,India,33.37526000,74.30920000,Q1949395
133673,Rajauri,4029,JK,"Jammu and Kashmir",101,IN,India,33.25000000,74.25000000,Q544279
133601,Ramban,4029,JK,"Jammu and Kashmir",101,IN,India,33.32301000,75.18610000,Q2321939
133698,Ramgarh,4029,JK,"Jammu and Kashmir",101,IN,India,33.40379000,74.22388000,Q2119813
133702,Ramnagar,4029,JK,"Jammu and Kashmir",101,IN,India,32.80728000,75.31119000,Q3929900
133640,Riasi,4029,JK,"Jammu and Kashmir",101,IN,India,33.08115000,74.83242000,Q2545016
133768,Samba,4029,JK,"Jammu and Kashmir",101,IN,India,32.57523000,75.10929000,Q1117086
133889,Shupiyan,4029,JK,"Jammu and Kashmir",101,IN,India,33.73067000,74.81869000,Q2073646
134000,Sopur,4029,JK,"Jammu and Kashmir",101,IN,India,34.28671000,74.47228000,Q2321929
134016,Soyibug,4029,JK,"Jammu and Kashmir",101,IN,India,34.07677000,74.70570000,Q15923741
134020,Srinagar,4029,JK,"Jammu and Kashmir",101,IN,India,34.08565000,74.80555000,Q170115
134043,Sumbal,4029,JK,"Jammu and Kashmir",101,IN,India,34.23072000,74.64720000,Q3976899
134139,Thang,4029,JK,"Jammu and Kashmir",101,IN,India,34.92740000,76.79336000,Q943099
134141,"Thanna Mandi",4029,JK,"Jammu and Kashmir",101,IN,India,33.54204000,74.38100000,Q15194
134213,Tral,4029,JK,"Jammu and Kashmir",101,IN,India,33.92708000,75.11585000,Q2483323
134214,"Tsrar Sharif",4029,JK,"Jammu and Kashmir",101,IN,India,33.86319000,74.76524000,Q2483323
134257,Udhampur,4029,JK,"Jammu and Kashmir",101,IN,India,33.00000000,75.16667000,Q1947311
134293,Uri,4029,JK,"Jammu and Kashmir",101,IN,India,34.08064000,74.05088000,Q2226434
57802,Bagra,4025,JH,Jharkhand,101,IN,India,23.73333000,86.31667000,Q1797363
57880,"Barka Kana",4025,JH,Jharkhand,101,IN,India,23.62118000,85.46748000,Q2552248
57878,"Barki Saria",4025,JH,Jharkhand,101,IN,India,24.17594000,85.88938000,Q712381
57889,Barwadih,4025,JH,Jharkhand,101,IN,India,23.84780000,84.11049000,Q712480
57992,Bhojudih,4025,JH,Jharkhand,101,IN,India,23.63962000,86.44105000,Q795805
58076,Bokaro,4025,JH,Jharkhand,101,IN,India,23.68562000,85.99026000,Q2295925
58163,Bundu,4025,JH,Jharkhand,101,IN,India,23.16095000,85.59007000,Q862612
131608,Chaibasa,4025,JH,Jharkhand,101,IN,India,22.55038000,85.80249000,Q532883
58175,Chakradharpur,4025,JH,Jharkhand,101,IN,India,22.67611000,85.62892000,Q278913
131591,Chakulia,4025,JH,Jharkhand,101,IN,India,22.48301000,86.71793000,Q858180
131598,Chandil,4025,JH,Jharkhand,101,IN,India,22.95745000,86.05331000,Q720244
131606,Chas,4025,JH,Jharkhand,101,IN,India,23.63556000,86.16712000,Q886561
131511,Chatra,4025,JH,Jharkhand,101,IN,India,24.20645000,84.87085000,Q5087769
131570,Chiria,4025,JH,Jharkhand,101,IN,India,22.31093000,85.27601000,Q1193823
131648,Daltonganj,4025,JH,Jharkhand,101,IN,India,24.03971000,84.06580000,Q936464
131684,Deogarh,4025,JH,Jharkhand,101,IN,India,24.44382000,86.72607000,Q2030017
131715,Dhanbad,4025,JH,Jharkhand,101,IN,India,23.80199000,86.44324000,Q244159
131718,Dhanwar,4025,JH,Jharkhand,101,IN,India,24.41074000,85.98183000,Q720234
131794,Dugda,4025,JH,Jharkhand,101,IN,India,23.74516000,86.17175000,Q1387263
131797,Dumka,4025,JH,Jharkhand,101,IN,India,24.30000000,87.25000000,Q2577657
131922,Garhwa,4025,JH,Jharkhand,101,IN,India,24.07494000,83.71023000,Q1655903
131952,Ghatsila,4025,JH,Jharkhand,101,IN,India,22.58531000,86.47682000,Q12425262
131959,Giridih,4025,JH,Jharkhand,101,IN,India,24.25000000,85.91667000,Q1524976
131962,Gobindpur,4025,JH,Jharkhand,101,IN,India,22.63393000,86.07162000,Q1706442
131963,Godda,4025,JH,Jharkhand,101,IN,India,24.83333000,87.21667000,Q638980
131980,Gomoh,4025,JH,Jharkhand,101,IN,India,23.87355000,86.15160000,Q1707276
131986,Gopinathpur,4025,JH,Jharkhand,101,IN,India,22.66301000,86.07500000,Q2428556
132006,Gua,4025,JH,Jharkhand,101,IN,India,22.21361000,85.38774000,Q2738419
132020,Gumia,4025,JH,Jharkhand,101,IN,India,23.79750000,85.82523000,Q1707401
132021,Gumla,4025,JH,Jharkhand,101,IN,India,23.08055000,84.53834000,Q2295865
132092,Hazaribag,4025,JH,Jharkhand,101,IN,India,24.00000000,85.25000000,Q1945416
132091,Hazaribagh,4025,JH,Jharkhand,101,IN,India,23.99241000,85.36162000,Q1024667
132094,Hesla,4025,JH,Jharkhand,101,IN,India,24.06313000,85.87905000,Q1707332
132131,Husainabad,4025,JH,Jharkhand,101,IN,India,24.52849000,84.00000000,Q1755397
132183,Jagannathpur,4025,JH,Jharkhand,101,IN,India,22.22115000,85.63917000,Q2010464
132308,Jamadoba,4025,JH,Jharkhand,101,IN,India,23.71667000,86.40000000,Q2008058
132231,Jamshedpur,4025,JH,Jharkhand,101,IN,India,22.80278000,86.18545000,Q200054
132232,Jamtara,4025,JH,Jharkhand,101,IN,India,24.00000000,86.85000000,Q2980986
132246,Jasidih,4025,JH,Jharkhand,101,IN,India,24.51379000,86.64576000,Q2558207
132268,Jharia,4025,JH,Jharkhand,101,IN,India,23.74079000,86.41456000,Q12429699
132299,Jugsalai,4025,JH,Jharkhand,101,IN,India,22.77668000,86.18351000,Q2558165
132300,"Jumri Tilaiya",4025,JH,Jharkhand,101,IN,India,24.43490000,85.52951000,Q2355907
132680,Kalikapur,4025,JH,Jharkhand,101,IN,India,22.61662000,86.28810000,Q654120
132699,Kandra,4025,JH,Jharkhand,101,IN,India,22.85170000,86.05192000,Q2558144
132703,Kanke,4025,JH,Jharkhand,101,IN,India,23.43478000,85.32059000,Q660473
132727,Katras,4025,JH,Jharkhand,101,IN,India,23.79752000,86.29834000,Q2120741
132443,Kenduadih,4025,JH,Jharkhand,101,IN,India,23.77574000,86.37609000,Q2138555
132482,Kharsawan,4025,JH,Jharkhand,101,IN,India,22.79093000,85.83102000,Q2120338
132506,Khunti,4025,JH,Jharkhand,101,IN,India,23.07602000,85.27818000,Q614401
132540,Kodarma,4025,JH,Jharkhand,101,IN,India,24.46753000,85.59397000,Q2087687
132630,Kuju,4025,JH,Jharkhand,101,IN,India,23.72536000,85.51023000,Q1925136
132758,Latehar,4025,JH,Jharkhand,101,IN,India,23.75000000,84.40000000,Q2244762
132768,Lohardaga,4025,JH,Jharkhand,101,IN,India,23.50000000,84.60000000,Q1948301
132816,Madhupur,4025,JH,Jharkhand,101,IN,India,24.27419000,86.63929000,Q1883345
132873,Malkera,4025,JH,Jharkhand,101,IN,India,23.78213000,86.28767000,Q2648554
132923,Manoharpur,4025,JH,Jharkhand,101,IN,India,22.37456000,85.19234000,Q931999
133015,Mugma,4025,JH,Jharkhand,101,IN,India,23.77015000,86.72746000,Q2738433
133044,Mushabani,4025,JH,Jharkhand,101,IN,India,22.51135000,86.45713000,Q2738423
133209,Neturhat,4025,JH,Jharkhand,101,IN,India,23.47457000,84.26780000,Q12436050
133223,Nirsa,4025,JH,Jharkhand,101,IN,India,23.78438000,86.70692000,Q2451059
133246,Noamundi,4025,JH,Jharkhand,101,IN,India,22.16094000,85.50416000,Q2738436
133320,Pakur,4025,JH,Jharkhand,101,IN,India,24.63925000,87.84239000,Q2575907
133339,Palamu,4025,JH,Jharkhand,101,IN,India,23.91667000,84.08333000,Q1797254
133374,"Pashchim Singhbhum",4025,JH,Jharkhand,101,IN,India,22.50000000,85.50000000,Q1390016
134446,patamda,4025,JH,Jharkhand,101,IN,India,24.30000000,85.41667000,Q663062
133557,Pathardih,4025,JH,Jharkhand,101,IN,India,23.66580000,86.43166000,Q2734924
133510,"Purba Singhbhum",4025,JH,Jharkhand,101,IN,India,22.59238000,86.48341000,Q2453330
133604,Ramgarh,4025,JH,Jharkhand,101,IN,India,23.63073000,85.56057000,Q2663612
133606,Ranchi,4025,JH,Jharkhand,101,IN,India,23.34316000,85.30940000,Q174461
133727,Ray,4025,JH,Jharkhand,101,IN,India,23.68430000,85.05457000,Q667224
133752,Sahibganj,4025,JH,Jharkhand,101,IN,India,24.99354000,87.67333000,Q767878
133800,Saraikela,4025,JH,Jharkhand,101,IN,India,22.69963000,85.93126000,Q2575928
134079,Sarubera,4025,JH,Jharkhand,101,IN,India,23.81813000,85.99628000,Q2317301
133927,Sijua,4025,JH,Jharkhand,101,IN,India,23.77617000,86.33028000,Q1925470
133939,Simdega,4025,JH,Jharkhand,101,IN,India,22.61523000,84.50208000,Q2483929
133952,Sini,4025,JH,Jharkhand,101,IN,India,22.79325000,85.94543000,Q3961862
134209,Topchanchi,4025,JH,Jharkhand,101,IN,India,23.90381000,86.19792000,Q2735194
57598,Afzalpur,4026,KA,Karnataka,101,IN,India,17.19986000,76.36018000,Q490688
57613,Ajjampur,4026,KA,Karnataka,101,IN,India,13.72794000,76.00680000,Q2037672
57632,Aland,4026,KA,Karnataka,101,IN,India,17.56425000,76.56854000,Q2738477
57644,Alnavar,4026,KA,Karnataka,101,IN,India,15.42727000,74.74111000,Q583849
57656,Alur,4026,KA,Karnataka,101,IN,India,12.97805000,75.99094000,Q1320963
57702,Anekal,4026,KA,Karnataka,101,IN,India,12.71110000,77.69557000,Q588701
57711,Ankola,4026,KA,Karnataka,101,IN,India,14.66049000,74.30470000,Q583926
57713,Annigeri,4026,KA,Karnataka,101,IN,India,15.42513000,75.43350000,Q589122
57735,Arkalgud,4026,KA,Karnataka,101,IN,India,12.76171000,76.06035000,Q582261
57740,Arsikere,4026,KA,Karnataka,101,IN,India,13.31446000,76.25704000,Q588587
57757,Athni,4026,KA,Karnataka,101,IN,India,16.72613000,75.06421000,Q583995
57768,Aurad,4026,KA,Karnataka,101,IN,India,18.25397000,77.41761000,Q582573
58105,Badami,4026,KA,Karnataka,101,IN,India,15.91495000,75.67683000,Q8239185
57797,Bagalkot,4026,KA,Karnataka,101,IN,India,16.18000000,75.69000000,Q1910231
58107,Bagepalli,4026,KA,Karnataka,101,IN,India,13.78338000,77.79667000,Q633164
57814,Bail-Hongal,4026,KA,Karnataka,101,IN,India,15.81370000,74.85895000,Q636552
57827,Ballari,4026,KA,Karnataka,101,IN,India,15.15000000,76.55000000,Q622840
57924,Ballary,4026,KA,Karnataka,101,IN,India,15.14205000,76.92398000,Q429063
58136,Banavar,4026,KA,Karnataka,101,IN,India,13.41029000,76.16314000,Q625718
57847,"Bangalore Rural",4026,KA,Karnataka,101,IN,India,13.22567000,77.57501000,Q806464
57848,"Bangalore Urban",4026,KA,Karnataka,101,IN,India,13.00000000,77.58333000,Q806463
57851,Bangarapet,4026,KA,Karnataka,101,IN,India,12.99116000,78.17804000,Q637792
57856,Bannur,4026,KA,Karnataka,101,IN,India,12.33295000,76.86201000,Q622613
57857,Bantval,4026,KA,Karnataka,101,IN,India,12.89050000,75.03489000,Q622613
57893,Basavakalyan,4026,KA,Karnataka,101,IN,India,17.87445000,76.94972000,Q627748
57894,"Basavana Bagevadi",4026,KA,Karnataka,101,IN,India,16.57278000,75.97252000,Q627748
57922,Belagavi,4026,KA,Karnataka,101,IN,India,16.33333000,74.75000000,Q815464
57925,Belluru,4026,KA,Karnataka,101,IN,India,12.98140000,76.73308000,Q429063
57928,Beltangadi,4026,KA,Karnataka,101,IN,India,13.98333000,75.30000000,Q721485
57930,Belur,4026,KA,Karnataka,101,IN,India,13.16558000,75.86519000,Q760603
57933,Bengaluru,4026,KA,Karnataka,101,IN,India,12.97194000,77.59369000,Q1355
57956,Bhadravati,4026,KA,Karnataka,101,IN,India,13.84846000,75.70502000,Q2284099
58010,Bhalki,4026,KA,Karnataka,101,IN,India,18.04348000,77.20600000,Q49155
57970,Bhatkal,4026,KA,Karnataka,101,IN,India,13.98534000,74.55531000,Q13403597
58154,Bidar,4026,KA,Karnataka,101,IN,India,18.08333000,77.33333000,Q1790568
58042,Bilgi,4026,KA,Karnataka,101,IN,India,16.34714000,75.61804000,Q796485
58061,Birur,4026,KA,Karnataka,101,IN,India,13.59723000,75.97167000,Q861119
58102,Byadgi,4026,KA,Karnataka,101,IN,India,14.67325000,75.48680000,Q858385
58101,Byndoor,4026,KA,Karnataka,101,IN,India,13.86667000,74.63333000,Q3595293
58166,Canacona,4026,KA,Karnataka,101,IN,India,14.99590000,74.05056000,Q861976
58178,Challakere,4026,KA,Karnataka,101,IN,India,14.31800000,76.65165000,Q2340109
58185,Chamrajnagar,4026,KA,Karnataka,101,IN,India,11.96000000,77.09000000,Q1965256
58197,Channagiri,4026,KA,Karnataka,101,IN,India,14.02399000,75.92577000,Q15427
58198,Channapatna,4026,KA,Karnataka,101,IN,India,12.65143000,77.20672000,Q721354
58199,Channarayapatna,4026,KA,Karnataka,101,IN,India,12.90642000,76.38775000,Q886632
131547,"Chik Ballapur",4026,KA,Karnataka,101,IN,India,13.43512000,77.72787000,Q1023689
131551,Chikkaballapur,4026,KA,Karnataka,101,IN,India,13.55000000,77.87000000,Q1072629
131552,Chikkamagaluru,4026,KA,Karnataka,101,IN,India,13.49000000,75.73000000,Q743077
131554,Chiknayakanhalli,4026,KA,Karnataka,101,IN,India,13.41609000,76.62063000,Q1105843
131555,Chikodi,4026,KA,Karnataka,101,IN,India,16.42898000,74.58591000,Q1105246
131560,Chincholi,4026,KA,Karnataka,101,IN,India,17.46508000,77.41874000,Q1105849
131566,Chintamani,4026,KA,Karnataka,101,IN,India,13.40051000,78.05172000,Q5766625
131613,Chitapur,4026,KA,Karnataka,101,IN,India,17.12357000,77.08240000,Q1192111
